work_location,dedication,contract_type,last_monthly_salary_or_net,job_type,experience_years,people_under_charge,used_platforms,used_technologies,used_frameworks,databases,qa_testing,max_studies_level,state,edu_institution,age,gender,salary_dollarized,seniority,salary
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),600000.0,DBA,3,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,Terciario,En curso,UADE - Universidad Argentina De la Empresa,26,Prefiero no decir,True,Semi-Senior,634000.0
Buenos Aires,Full-Time,Staff (planta permanente),1399700.0,Architect,19,0,"Ninguna de las anteriores, Dynamics",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,39,Mujer Cis,True,Senior,1476700.0
La Rioja,Full-Time,Staff (planta permanente),655795.0,QA / Tester,3,0,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, Java, Python, SQL, TypeScript","React.js, Spring, Fast API, Nest.js","Amazon DynamoDB, MySQL","Jest, JUnit, Pytest,Behave,Locust",Universitario,Completo,UNLaR - Universidad Nacional De La Rioja,36,Hombre Cis,True,Semi-Senior,969425.0
Buenos Aires,Full-Time,Contractor,1200000.0,Developer,2,0,Linux,"Bash/Shell, CSS, Go, HTML, Javascript, SQL, TypeScript","Bootstrap, React.js",PostgreSQL,Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,45,Hombre Cis,True,Junior,1200000.0
Córdoba,Full-Time,Staff (planta permanente),193000.0,Developer,1,1,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, Java, Javascript, SQL",Hibernate,"Oracle, PostgreSQL",Postman,Universitario,En curso,UNRC - Universidad Nacional de Río Cuarto,25,Hombre Cis,True,Junior,240000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),511330.0,Recruiter / HR,7,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,En curso,UK - Universidad Kennedy,30,Mujer Cis,True,Senior,408000.0
Santa Fe,Full-Time,Participación societaria en una cooperativa,1900000.0,Data Scientist,5,0,Linux,"Bash/Shell, HTML, Python, R",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Doctorado,En curso,UNR - Universidad Nacional de Rosario,27,Hombre Cis,True,Semi-Senior,2000000.0
Santa Fe,Full-Time,Staff (planta permanente),380000.0,Technical Leader,19,10,"Amazon Web Services, Azure","CSS, HTML, Javascript, TypeScript","Angular, Bootstrap, jQuery, Node.js","MongoDB, MySQL","Postman, TFS",Posgrado/Especialización,Completo,UAI - Universidad Abierta Interamericana,41,Mujer Cis,True,Senior,628000.0
Buenos Aires,Full-Time,Staff (planta permanente),869400.0,Developer,1,0,Ninguna de las anteriores,"CSS, HTML, Javascript","WordPress, Liquid (Shopify)",Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UNCOMA - Universidad Nacional del Comahu,34,Mujer Cis,True,Junior,869400.0
Buenos Aires,Full-Time,Staff (planta permanente),500000.0,Developer,3,0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript",React.js,Ninguna de las anteriores,Jest,Universitario,Completo,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,33,Hombre Cis,True,Semi-Senior,500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),864300.0,Data Scientist,4,0,Amazon Web Services,Python,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,Doctorado,En curso,UBA - Universidad de Buenos Aires,33,Hombre Cis,True,Semi-Senior,530000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),700000.0,Technical Leader,25,10,"Docker, Linux, Windows Server",Java,"Hibernate, Spring","Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,Universitario,Completo,UNLaM - Universidad Nacional de La Matanza,47,Hombre Cis,True,Senior,1080000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),576000.0,Developer,15,0,Linux,"CSS, HTML, Javascript","jQuery, WordPress",Ninguna de las anteriores,PHPUnit,Terciario,Completo,Escuela Da Vinci,37,Hombre Cis,True,Senior,836000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),400000.0,Technical Leader,20,1,"Docker, Linux, OpenStack","SQL, Bash script",Ninguno de los anteriores,"MariaDB, PostgreSQL, Sybase",SoapUI,Posgrado/Especialización,Completo,UTN - Universidad Tecnológica Nacional,43,Hombre Cis,True,Senior,600000.0
Córdoba,Full-Time,Staff (planta permanente),352000.0,Developer,3,0,"Azure, Docker",".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, jQuery, Vue.js","Microsoft SQL Server, MySQL, Oracle, PostgreSQL, Redis","NUnit, Xunit",Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,25,Hombre Cis,True,Semi-Senior,420000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2000000.0,Manager / Director,7,1,"Firebase, Google Cloud Platform","Python, SQL",Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,Universitario,Completo,ITBA Instituto Tecnológico de Buenos Aires,34,Hombre Cis,True,Senior,2200000.0
Buenos Aires,Full-Time,Contractor,300000.0,Developer,9,0,"Azure, Docker, Google Cloud Platform, Windows Server",".NET, C#, Clojure, HTML, Java, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, Node.js, SwiftUI",Microsoft SQL Server,"Postman, SoapUI",Terciario,Incompleto,UTN - Universidad Tecnológica Nacional,31,Hombre Cis,True,Senior,300000.0
Buenos Aires,Full-Time,Contractor,500000.0,Developer,1,0,"Amazon Web Services, Docker","Java, SQL",Spring,"MySQL, Redis","JUnit, Postman, Selenium",Terciario,En curso,ORT,32,Hombre Cis,True,Junior,500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1900000.0,QA / Tester,8,0,Ninguna de las anteriores,Javascript,Ninguno de los anteriores,Ninguna de las anteriores,"Appium, Jest, JUnit, Mocha, Selenium",Universitario,En curso,UTN - Universidad Tecnológica Nacional,29,Hombre Cis,True,Senior,2124000.0
Neuquén,Full-Time,Contractor,320910.0,Designer,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Posgrado/Especialización,Completo,UNLA - Universidad Nacional de Lanús,35,Mujer Cis,True,Junior,419910.0
Buenos Aires,Full-Time,Contractor,688320.0,Data Scientist,8,0,"Amazon Web Services, Docker",Python,"Flask, TensorFlow, Torch",Ninguna de las anteriores,Postman,Universitario,Completo,UNLP - Universidad Nacional de La Plata,26,Hombre Cis,True,Senior,764800.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),412000.0,Developer,3,0,"Amazon Web Services, Serverless","Bash/Shell, Java, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora","JUnit, Postman",Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,29,Hombre Cis,True,Semi-Senior,580000.0
Buenos Aires,Full-Time,Staff (planta permanente),313000.0,Developer,1,0,Ninguna de las anteriores,"CSS, HTML, Javascript, SQL, TypeScript","Angular, Spring",Microsoft SQL Server,"JUnit, Postman",Terciario,En curso,UTN - Universidad Tecnológica Nacional,20,Mujer Cis,True,Junior,394527.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),420854.0,Developer,2,0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript","Next.js, Node.js, React.js",Ninguna de las anteriores,"Cypress, Jest",Terciario,Completo,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,25,Mujer Cis,True,Junior,514033.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1438218.5141181601,QA / Tester,15,0,Firebase,Ruby,Rails,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,34,Hombre Cis,True,Senior,1680000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),420000.0,SysAdmin / DevOps / SRE,0,0,"Amazon Web Services, Docker, Linux","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UP - Universidad de Palermo,30,Hombre Cis,True,Junior,335000.0
Mendoza,Full-Time,Staff (planta permanente),1000000.0,Developer,4,0,"Azure, Docker, Linux, Microcontroladores","Arduino, C++, Javascript, Python, TypeScript","React.js, ROS2","Microsoft SQL Server, MySQL","Jest, PYTEST",Posgrado/Especialización,En curso,UNCUYO - Universidad Nacional de Cuyo,28,Hombre Cis,True,Semi-Senior,1200000.0
Buenos Aires,Full-Time,Staff (planta permanente),1711011.4150615958,SysAdmin / DevOps / SRE,10,4,"Amazon Web Services, Azure, Docker, Kubernetes, Linux","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, PostgreSQL, Redis",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,32,Hombre Cis,True,Senior,1992030.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),730000.0,Technical Leader,21,0,Ninguna de las anteriores,Smalltalk,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Doctorado,En curso,UBA - Universidad de Buenos Aires,29,Hombre Cis,True,Senior,1100000.0
Córdoba,Full-Time,Staff (planta permanente),1800000.0,Technical Leader,16,0,"Amazon Web Services, Docker, Linux","Bash/Shell, Python",Ninguno de los anteriores,"Amazon DynamoDB, MongoDB, MySQL",pytest,Universitario,Completo,UNC - Universidad Nacional de Córdoba,40,Hombre Cis,True,Senior,2400000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),178836.0,Developer,1,0,"Amazon Web Services, Azure","C#, HTML, Javascript, SQL",Vue.js,MySQL,Jest,Universitario,En curso,UBA - Universidad de Buenos Aires,20,Mujer Cis,True,Junior,211658.0
Córdoba,Full-Time,Contractor,500000.0,Developer,3,3,"Docker, Linux, Windows Server","Java, Javascript, PHP, Python, SQL, TypeScript","Laravel, Node.js, React.js","ElasticSearch, MongoDB, MySQL",Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,20,Hombre Cis,True,Semi-Senior,562500.0
Córdoba,Full-Time,Staff (planta permanente),587000.0,Infosec,10,0,"AIX, Amazon Web Services, Azure, Google Cloud Platform, Linux, Windows Server",Bash/Shell,Ninguno de los anteriores,Ninguna de las anteriores,"Postman, Visual Studio Coded UI",Universitario,Incompleto,IUA - Instituto Universitario Aeronáutico,38,Hombre Cis,True,Senior,910000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),650000.0,Developer,5,0,"Docker, Firebase, Google Cloud Platform","Bash/Shell, Groovy, Kotlin",Ninguno de los anteriores,SQLite,"JUnit, Postman",Terciario,Completo,ORT,22,Hombre Cis,True,Semi-Senior,725000.0
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),350000.0,Developer,23,0,"Docker, Linux","CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Laravel, Vue.js, WordPress","MariaDB, MySQL","PHPUnit, Ghost Inspector y BrowserStack.",Universitario,Incompleto,UP - Universidad de Palermo,42,Hombre Cis,True,Senior,350000.0
Corrientes,Full-Time,Staff (planta permanente),311504.0,Developer,2,0,"Amazon Web Services, Google Cloud Platform","CSS, HTML, Javascript, TypeScript","Next.js, Node.js, React.js, Vue.js",Ninguna de las anteriores,Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,24,Hombre Cis,True,Junior,378727.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2400000.0,Data Engineer,4,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless, VMWare","Bash/Shell, Groovy, Javascript, Python, SQL","Hadoop, Node.js, Spark","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, Apache Hive, ElasticSearch, PostgreSQL",Postman,Universitario,En curso,UTN - Universidad Tecnológica Nacional,24,Hombre Cis,True,Semi-Senior,2400000.0
Buenos Aires,Full-Time,Staff (planta permanente),420000.0,Data Engineer,3,0,Amazon Web Services,Python,Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,Universitario,Incompleto,UNLP - Universidad Nacional de La Plata,29,Hombre Cis,True,Semi-Senior,600000.0
Córdoba,Full-Time,Staff (planta permanente),348000.0,Data Engineer,5,0,"Azure, Windows Server","Python, R, Scala, SQL",Spark,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,26,Hombre Cis,True,Semi-Senior,419859.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),775000.0,Data Scientist,3,0,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, Python","Flask, Torch, FastAPI",MongoDB,Postman,Universitario,Completo,UBA - Universidad de Buenos Aires,29,Hombre Cis,True,Semi-Senior,880000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),495000.0,Manager / Director,10,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Terciario,Completo,ESBA - Escuela Superior Buenos Aires,34,Hombre Cis,True,Senior,740000.0
Buenos Aires,Full-Time,Freelance,400000.0,Web Master,24,0,"Amazon Web Services, Azure, Docker, Firebase, Google Cloud Platform, Linux, Serverless, VMWare","C++, CSS, Delphi, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Node.js, React.js, WordPress, Joomla","Google Cloud Storage, MariaDB, MongoDB, MySQL, SQLite",Ninguna de las anteriores,Universitario,Completo,UK - Universidad Kennedy,42,Hombre Cis,True,Senior,430000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1128000.0,Data Scientist,7,0,"Amazon Web Services, Docker","Bash/Shell, Kotlin, Python, R, SQL","Spark, TensorFlow, Torch","Amazon DynamoDB, Amazon Redshift, PostgreSQL, Redis",Ninguna de las anteriores,Posgrado/Especialización,En curso,UBA - Universidad de Buenos Aires,33,Mujer Cis,True,Senior,1128000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),745163.8581751445,Developer,4,0,Docker,Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,26,Mujer Cis,True,Semi-Senior,887260.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),380373.40261748026,Developer,1,0,Amazon Web Services,Java,Spring,Ninguna de las anteriores,"JUnit, Selenium",Terciario,Incompleto,UNLaM - Universidad Nacional de La Matanza,22,Hombre Cis,True,Junior,470000.0
Córdoba,Part-Time,Contractor,500000.0,QA / Tester,7,4,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Selenium,Universitario,Completo,UNRC - Universidad Nacional de Río Cuarto,33,Hombre Cis,True,Senior,500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),724500.0,Game Designer,4,0,Ninguna de las anteriores,"C++, Matlab, Python, R, VBA",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,32,Mujer Cis,True,Semi-Senior,727500.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),247499.0,QA / Tester,3,2,Azure,Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc)","Katalon, Postman",Universitario,Incompleto,UBA - Universidad de Buenos Aires,23,Hombre Cis,True,Semi-Senior,298000.0
Buenos Aires,Full-Time,Staff (planta permanente),1000000.0,Developer,7,0,"Amazon Web Services, Azure, Docker, Kubernetes","Python, Ruby, Scala, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon Redshift, MySQL, Redis",Ninguna de las anteriores,Universitario,Completo,UNS - Universidad Nacional del Sur,32,Mujer Cis,True,Senior,1300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),505752.0,Business Analyst,10,9,Azure,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UP - Universidad de Palermo,34,Mujer Cis,True,Senior,662000.0
Buenos Aires,Part-Time,Staff (planta permanente),167961.0,Developer,2,0,Ninguna de las anteriores,"Bash/Shell, CSS, HTML, Java, Javascript, Python, SQL, TypeScript","Node.js, React.js, Spring",PostgreSQL,"JUnit, Mocha",Universitario,En curso,UBA - Universidad de Buenos Aires,23,Hombre Cis,True,Junior,223650.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,950000.0,Developer,4,0,Amazon Web Services,"CSS, HTML, Javascript, TypeScript","Next.js, Node.js, React.js","Amazon DynamoDB, PostgreSQL",Jest,Universitario,En curso,UBA - Universidad de Buenos Aires,25,Hombre Cis,True,Semi-Senior,1100000.0
Buenos Aires,Full-Time,Staff (planta permanente),1250000.0,Technical Leader,15,0,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux","Go, Groovy, Java, Python","Node.js, React.js, Spring, TensorFlow, FastAPI ","Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL, Redis","JUnit, Postman, RCPTT",Posdoctorado,Completo,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,41,Prefiero no decir,True,Senior,1800000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1500000.0,QA / Tester,8,0,Ninguna de las anteriores,"HTML, Javascript, TypeScript",cypress,MySQL,"Cypress, Jest, Mocha, Postman",Universitario,Incompleto,UAI - Universidad Abierta Interamericana,34,Mujer Cis,True,Senior,2000000.0
Córdoba,Full-Time,Contractor,850000.0,Data Scientist,20,3,"Amazon Web Services, Azure",Python,"Spark, TensorFlow",PostgreSQL,Ninguna de las anteriores,Posgrado/Especialización,Completo,UNC - Universidad Nacional de Córdoba,44,Mujer Cis,True,Senior,1000000.0
Buenos Aires,Full-Time,Contractor,1050000.0,UX,4,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Posgrado/Especialización,Completo,UNLA - Universidad Nacional de Lanús,36,Mujer Cis,True,Semi-Senior,1050000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),280491.86,Developer,8,2,Azure,".NET, HTML, Java, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, jQuery, React.js",PostgreSQL,"Postman, Selenium, Visual Studio Coded UI",Universitario,Completo,UNLaM - Universidad Nacional de La Matanza,29,Hombre Cis,True,Senior,337492.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),850000.0,Technical Leader,12,7,Ninguna de las anteriores,C++,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UBA - Universidad de Buenos Aires,38,Hombre Cis,True,Senior,850000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2325568.7182183117,Technical Leader,10,4,Amazon Web Services,"CSS, HTML, Javascript, TypeScript","Node.js, React.js",Ninguna de las anteriores,"Cypress, Jest",Universitario,Incompleto,UBA - Universidad de Buenos Aires,33,Hombre Cis,True,Senior,2694982.0
